id,url,title,summary,nature,purpose,invoke,entry,compat,output,requires,weight,license,status,saved_at,archive_path,metadata_path,notes,style,content_scope,access_cost,confidence,highlights,status_note,verified_at,granularity,catalog_status,related_item_id,resource_role,design_subjects,design_units,platforms,access_paths,provider_tier,aesthetic,techniques
028,https://ui.spectrumhq.in,Spectrum UI — animated React/shadcn copy-paste component and block library,React/shadcn 动效组件库：250+ 组件+页面区块+整套模板，全部免费、源码落盘；要量大管饱的现成动效块时用,库,前端设计,库代码,npx -y @spectrumui/mcp; npx shadcn@latest add @spectrumui/<name>; https://ui.spectrumhq.in/r/registry.json,通用;mcp;cursor;claude;codex,html,node;可选browser,L,Apache-2.0,archived,2026-09-15T17:15:49Z,,,,动效密集,组件·区块,free,high,250+组件; 页面区块+模板; 官方MCP; 全免费无付费墙,,2026-09-18,component,active,,implementation,components; design-system,component; section,web,browser; local-archive; package,none,,动效密集
029,https://www.footer.design,Footer — curated website footer inspiration gallery,页脚设计专属画廊：按排版/插画/动效/暗色等类型筛选 65 页案例，免费；为网站底部找具体样式时用,灵感库,前端设计,规范文档,https://www.footer.design,通用;browser,ui截图参考,browser,S,proprietary,metadata-only,2026-09-15T17:25:40Z,,,,暗色友好,页脚,free,medium,,,2026-09-18,section,active,,reference,footer,section,web,browser,none,暗色友好,
030,https://www.obsidianui.dev,ObsidianUI — animated React/Tailwind copy-paste component library,React/Tailwind 动效组件库：流体光标、3D 翻书、磁性图片轨迹等 100+ 注册表条目+落地页模板，自带 MCP；要效果花哨的暗色系组件时用,库,前端设计,库代码,"npx shadcn@latest add ""https://www.obsidianui.dev/r/<name>.json""; https://www.obsidianui.dev/r/registry.json; npm run mcp",通用;mcp;cursor;claude;codex,html,node;可选browser,L,MIT,archived,2026-09-15T17:25:40Z,,,,动效密集; 暗色友好; 3D着色器,组件·区块,free,high,流体光标/3D翻书/磁性轨迹; 落地页模板; 自带MCP; shadcn注册表,,2026-09-18,component,active,,implementation,components; motion; shader; visual-effects; design-system,component; section; effect,web,browser; local-archive; package,none,暗色友好,动效密集; 3D着色器
031,https://dialkit.dev,DialKit — real-time UI/animation parameter tuning library,实时 UI/动画调参库：跑动中的应用里直接拨盘调圆角/颜色/动画时序并对比版本，React/Solid/Svelte/Vue/原生 JS；调动画手感时用,库,前端设计,库代码,npm install dialkit motion; https://dialkit.dev,通用;react;solid;svelte;vue,界面参数;动画,node,M,MIT,archived,2026-09-15T17:28:02Z,,,,,调参工具,free,high,五框架适配; 动画时序编辑; 版本对比,,2026-09-18,workflow,active,,implementation,design-system; components; motion; microinteraction,workflow,web,browser; local-archive; package; cli,none,,
032,https://glass.samasante.com,liquid-glass — cross-browser live-DOM Liquid Glass React lens,跨浏览器 Liquid Glass React 透镜：SVG 位移滤镜折射真实 DOM（非截图），Safari/Firefox 降级为磨砂+包边；要 Apple 风玻璃材质时用,库,前端设计,库代码,npm i @samasante/liquid-glass; https://glass.samasante.com,通用;react,玻璃折射UI,node;browser,M,MIT,archived,2026-09-15T17:28:02Z,,,,液态玻璃; 玻璃拟态,单效果库,free,high,折射实时DOM; 零运行时依赖; 色差/位移贴图,,2026-09-18,effect,active,,implementation,visual-effects,effect,web,browser; local-archive; package,none,液态玻璃; 玻璃拟态,
033,https://screenshottocode.com,Screenshot to Code — AI screenshot/mockup/Figma → frontend code,截图/设计稿/Figma→前端代码（HTML+Tailwind/React/Vue），可自托管 BYOK，支持录屏转原型；有现成截图要还原时用,工具,前端设计,本地工具,poetry run uvicorn main:app --reload --port 7001; yarn dev; docker-compose up; https://screenshottocode.com,通用;browser;agent,html;代码,python;node;api-key;可选docker,L,MIT,archived,2026-09-15T17:28:02Z,,,,,代码生成工具,free,high,六种技术栈输出; 录屏转原型; 自托管BYOK,,2026-09-18,section,active,,creation-tool,screenshot-to-code; agent-guidance,section,web,browser; local-archive; cli,none,,
034,https://uisfx.com,UI SFX — semantic UI sound effects (78 cues × 12 packs),语义化 UI 音效库：78 个语义提示音×12 套音色包（936 个声音，MIT+CC0），一行代码切换产品整体声线；要交互反馈声时用,库,前端设计,库代码,npm install uisfx; https://uisfx.com/uisfx-catalog.json; https://uisfx.com/docs/agent-guide.md,通用;agent;browser,音效,node;browser,M,MIT,archived,2026-09-15T17:28:02Z,,,,,音效库,free,high,78语义提示音; 12套音色包一键切换; 12KB运行时,,2026-09-18,asset,active,,implementation,sound-assets; asset-marketplace,asset,web,browser; local-archive; package,none,,
035,https://libraries.dev/orbs,thinking-orbs — AI/agent thought-orb loading indicators,AI 思考态加载球：9 种 agent 状态（working/searching/solving…）各配独立点阵动画，双尺寸+自动明暗，严格单色；做 Agent/聊天界面时用,库,前端设计,库代码,npm install thinking-orbs; https://orbs.jakubantalik.com,通用;react,加载动画,node,S,MIT,archived,2026-09-15T17:28:02Z,,,,点阵粒子; 极简克制,加载组件,free,high,9种状态动画; 2D canvas无WebGL; 单色自动明暗,,2026-09-18,effect,active,,implementation,microinteraction; motion; visual-effects,effect,web,browser; local-archive; package,none,点阵粒子; 极简克制,
036,https://typeface.fyi,Typeface (Fontr) — Chrome extension to inspect live-page typography,Fontr 字体检查 Chrome 扩展：悬停即看网页字体与排版细节；前端还原、字体对标时用（定价未核实）,工具,前端设计,本地工具,https://chromewebstore.google.com/detail/kncibjhdohmhjjhlojdmajpfoddjmaam; https://typeface.fyi,browser;chrome,字体信息,browser;chrome-extension,S,proprietary,metadata-only,2026-09-15T17:28:02Z,,,,,字体检查,unknown,medium,,,2026-09-18,workflow,active,,discovery-tool,typography,workflow,web,browser; desktop,none,,
037,https://vibeui.online,VibeUI — 92 structural UI layout prompts for vibe coding,92 条结构化布局提示词（15 类：登录页/定价页/落地页…），每条含完整 prompt 已附风格跟随指令；vibe coding 要页面结构骨架时用,目录,前端设计,规范文档,https://vibeui.online,通用;agent;browser,灵感清单;提示词,无;可选browser,S,unspecified,archived,2026-09-15T17:28:02Z,,,,,布局提示词,free,high,92条×15类; 含auth/pricing等场景; 本地提取JSON,,2026-09-18,section,active,,reference,agent-guidance; landing-page; components; design-system; navigation; footer,section,web,browser; local-archive; cli,none,,
038,https://godly.website,Godly (now Recent) — art-directed website inspiration gallery,Godly 已 301 迁移为 Recent 综合设计灵感库：顶级审美取向，新增 OG 图/图标/工具板块；追前沿网站灵感时用,灵感库,前端设计,规范文档,https://godly.website; https://recent.design,通用;browser,灵感清单,browser,S,proprietary,metadata-only,2026-09-15T19:01:01Z,,,,,整站灵感,free,medium,,,2026-09-20,site,alias,104,reference,site-inspiration,site,web,browser,none,,
039,https://awwwards.com,Awwwards — website awards for hardcore execution,评审制网站大奖平台：SOTD/月度/年度分级+社区评分，有 Animated/3D 分类；判断行业水准、追获奖趋势时用（Pro 付费）,灵感库,前端设计,规范文档,https://www.awwwards.com,通用;browser,灵感清单,browser,S,proprietary,metadata-only,2026-09-15T19:01:01Z,,,,,整站灵感,free-tier,medium,,,2026-09-18,site,active,,reference,site-inspiration,site,web,browser,none,,
040,https://cosmos.so,Cosmos — visual moodboard that learns your taste,视觉灵感收藏与智能检索：hex 颜色搜索、相似图搜索、AI 生成内容过滤；攒个人参考库时用（定价未核实）,灵感库,前端设计,本地工具,https://www.cosmos.so; unofficial:https://github.com/mrmos/cosmos-mcp; unofficial:https://github.com/vihaanshahh/cosmos-mcp,通用;browser;mcp,灵感清单;图片,browser;可选node,S,proprietary,metadata-only,2026-09-15T19:01:01Z,,,,,情绪板|视觉检索,free-tier,medium,,,2026-09-18,site,active,,discovery-tool,moodboard; site-inspiration,site,web; mobile,browser; provider-mcp,unknown,,
041,https://curated.design,Curated Design — categorized real website inspiration,按行业与风格筛选的精选网站画廊：附 Framer 模板商店，Pro $9/月解锁高级筛选；按行业找落地页参照时用,灵感库,前端设计,规范文档,https://curated.design,通用;browser,灵感清单,browser,S,proprietary,metadata-only,2026-09-15T19:01:01Z,,,,,整站灵感,free-tier,medium,,,2026-09-18,site,active,,reference,site-inspiration; landing-page,site,web,browser,none,,
042,https://designspells.com,Design Spells — delightful UI micro-details archive,微交互/彩蛋/光标/文字特效等设计细节图鉴：主张给网页注入趣味个性；打磨微交互细节时用,灵感库,前端设计,规范文档,https://designspells.com,通用;browser,ui截图参考,browser,S,proprietary,metadata-only,2026-09-15T19:01:01Z,,,,微交互; 俏皮可爱; 文字背景特效,微细节,free,medium,,,2026-09-18,effect,active,,reference,microinteraction; motion; visual-effects,effect,web,browser,none,俏皮可爱,微交互; 文字背景特效
043,https://60fps.design,60fps — interaction & high-quality motion gallery + MCP,2000+ iOS/Web 动效细节库：触发-移动-落定拆解+SwiftUI 代码，官方 MCP $29/月接入各 AI 工具；写动效代码时用,灵感库,前端设计,本地工具,https://mcp.60fps.design/mcp; https://60fps.design/mcp; https://github.com/60fps-Design/plugin,通用;browser;mcp;cursor;claude;codex,ui截图参考;动效参考,browser;login;paywall,S,proprietary,metadata-only,2026-09-15T19:01:01Z,,,,微交互; 动效密集,动效细节,paid,medium,,,2026-09-18,effect,active,,reference,motion; microinteraction,effect,web,browser; provider-mcp,paid,,微交互; 动效密集
044,https://supahero.io,Supahero — website hero-section inspiration library,Hero 区示例库：Linear/Stripe 等首屏案例，已并入 screensdesign，广告位变现；设计首屏布局时用,灵感库,前端设计,规范文档,https://supahero.io,通用;browser,灵感清单,browser,S,proprietary,metadata-only,2026-09-15T19:01:01Z,,,,,Hero区,free,medium,,,2026-09-20,section,active,,reference,hero; landing-page,section,web,browser,none,,
045,https://saaspo.com,Saaspo — conversion-oriented SaaS landing-page inspiration,SaaS 网站灵感库：2500+ 落地页可按页面类型/配色/hero 风格筛选，暗色界面；做 SaaS 官网对标时用,灵感库,前端设计,本地工具,https://saaspo.com; unofficial:https://github.com/doziben/Saaspo-MCP,通用;browser;mcp,灵感清单;ui截图参考,browser;可选node,S,proprietary,metadata-only,2026-09-15T19:01:01Z,,,,,SaaS落地页,free,medium,,,2026-09-18,section,active,,reference,landing-page; hero; cta; site-inspiration,section,web,browser; provider-mcp,unknown,,
046,https://layers.to,Layers — designer portfolio / work-sharing community,设计师社区型灵感站：免费加入，作品流+招聘+关注；发作品、逛同行动态时用,灵感库,前端设计,规范文档,https://layers.to,通用;browser,灵感清单,browser;login,S,proprietary,metadata-only,2026-09-15T19:01:01Z,,,,,整站灵感|社区,free,medium,,,2026-09-18,site,active,,reference,site-inspiration,site,web,browser,none,,
047,https://minimal.gallery,Minimal Gallery — one minimal website a day,极简网站每日一收录：要极简风整站参考时用（风格词表已含极简）,灵感库,前端设计,规范文档,https://minimal.gallery,通用;browser,灵感清单,browser,S,proprietary,metadata-only,2026-09-15T19:01:01Z,,,,极简克制,整站灵感,free,medium,,,2026-09-18,site,active,,reference,site-inspiration,site,web,browser,none,极简克制,
048,https://mnmm.xyz,MNMM — minimal design archive,极简网站目录 Minimum（原 MNMM）：曾收录 164 个极简站；现域名 TLS 失败已不可用，仅存档可看,灵感库,前端设计,规范文档,https://mnmm.xyz,通用;browser,灵感清单,browser,S,proprietary,metadata-only,2026-09-15T19:01:01Z,,,,极简克制,整站灵感,unknown,medium,,,2026-09-18,site,active,,reference,site-inspiration,site,web,browser,none,极简克制,
049,https://searchsystem.co,Search System — print & editorial design archive,平面与编辑设计档案：印刷/编辑排版参考（风格词表已含编辑风）,灵感库,前端设计,规范文档,https://searchsystem.co,通用;browser,灵感清单,browser,S,proprietary,metadata-only,2026-09-15T19:01:01Z,,,,编辑风,平面编辑设计,free,medium,,,2026-09-18,technique,active,,reference,editorial; typography,technique,web,browser,none,编辑风,
050,https://rebrand.gallery,Rebrand Gallery — rebrand case studies with before/after,品牌重塑与视觉识别案例库：设计系统+焕新视频，按行业/风格/字体筛选，免费注册+Pro 付费；做品牌参考时用,灵感库,前端设计,规范文档,https://www.rebrand.gallery,通用;browser,灵感清单,browser,S,proprietary,metadata-only,2026-09-15T19:01:01Z,,,,,品牌案例,free-tier,medium,,,2026-09-18,asset,active,,reference,brand-assets,asset,web; brand,browser,none,,
